Hugo_Symbol	reptime	percentage_gene_gc_content	hic	cds_length
ANXA6	300	0.477935	41	1169.25
ANXA7	249	0.40021	45	1351
ANXA9	172	0.45108	30	1168.5
AOAH	600	0.4113433	15	1070.53846153846
AOC2	190	0.482105	28	2614.5
AOC3	190	0.48129	23	1641.6
AOX1	160	0.40102	23	1797
AP1AR	351	0.38346	22	1258.83333333333
AP1B1	251	0.52283	36	2772.08333333333
AP1G1	NaN	0.421065	24	1859.66666666667
AP1G2	553	0.50331	35	1044.79411764706
AP1M1	255	0.51185	26	989.6875
AP1M2	226	0.51872	23	852.7
AP1S1	199	0.51367	39	873.333333333333
AP1S2	NaN	0.41602	47	1478.14285714286
AP1S3	197	0.42556	16	1108.77777777778
AP2A1	172	0.53628	42	2201.75
AP2A2	246	0.572095	48	1141.17391304348
AP2B1	196	0.403985	9	1893.73684210526
AP2M1	257	0.474315	45	929.666666666667
AP2S1	186	0.5065	44	648
AP3B1	592	0.385845	40	1785.75
AP3B2	608	0.4393	16	1544.85714285714
AP3D1	216	0.57184	30	2325.14285714286
AP3M1	227	0.415345	49	1736.25
AP3M2	382	0.45556	45	1307.23529411765
AP3S1	759	0.38259	6	860.875
AP3S2	212	0.48191	33	971.2
AP4B1	545	0.40257	13	1407.8
AP4E1	355	0.4025	34	3562.71428571429
AP4M1	205	0.487565	46	1216.41176470588
AP4S1	238	0.396665	23	1048.4
APAF1	461	0.41465	11	3605
APBA1	673	0.4194567	-5	3450.5
APBA2	927	0.4873233	-21	2132.58333333333
APBA3	206	0.56562	34	1419
APBB1	471	0.46558	17	1690.19047619048
APBB1IP	536	0.410725	19	1679
APBB2	394	0.419312	39	1620.23333333333
APBB3	319	0.41067	29	1267.76
APC	399	0.38562	28	4177.23076923077
APC2	221	0.57248	38	4761
APCDD1	604	0.42496	2	1482.16666666667
APCDD1L	485	0.44811	24	1712.5
APCS	646	0.37935	-4	926
APEH	271	0.54701	48	1094.4375
APEX1	395	0.46254	17	905.8
APEX2	NaN	0.42499	8	1986.5
APH1A	197	0.44854	38	1074.11111111111
APH1B	272	0.42518	49	1070.9
API5	924	0.41019	-23	1369.09090909091
APIP	399	0.4051	1	2000.75
APITD1	383	0.451205	28	894.428571428571
APLF	617	0.3846967	22	2576.4
APLN	NaN	0.41717	46	2087.33333333333
APLNR	250	0.4492	-20	2667.5
APLP1	321	0.53191	47	1289.18181818182
APLP2	203	0.44849	15	1330.2962962963
APOA1	323	0.47811	39	1022.8
APOA1BP	180	0.5082	37	869.2
APOA2	234	0.48423	37	482.1
APOA4	326	0.47112	36	1470
APOA5	326	0.47112	36	1450.66666666667
APOB	698	0.4470267	-11	8624.5
APOBEC1	672	0.42572	14	870
APOBEC2	611	0.45806	37	1151
APOBEC3A	372	0.46843	44	861.166666666667
APOBEC3B	372	0.46843	44	1504.5
APOBEC3C	372	0.52306	71	1937
APOBEC3D	372	0.52306	71	1472.33333333333
APOBEC3F	372	0.52306	71	1152.5
APOBEC3G	372	0.52306	71	1461.375
APOBEC3H	223	0.51793	75	818.6
APOC1	196	0.53287	6	462.8
APOC2	196	0.53287	6	646.4
APOC3	323	0.47811	39	445.5
APOC4	196	0.53287	6	908
APOD	315	0.43677	38	950.6
APOE	196	0.53287	6	900.6
APOF	184	0.47881	52	1698.5
APOH	178	0.41174	-23	759.5
APOL1	331	0.4631	42	1387.14285714286
APOL2	331	0.4631	42	1122.88888888889
APOL3	331	0.47139	13	1381.38095238095
APOL4	331	0.467245	28	1360.8
APOL5	376	0.43415	-43	1438
APOL6	205	0.50241	-13	10121
APOLD1	129	0.42503	35	2539.2
APOM	193	0.51215	20	817
APOO	NaN	0.441295	41	809.6
APOOL	NaN	0.376515	-12	1279
APP	793	0.4021525	-13	1916.42105263158
APPBP2	242	0.42434	7	2265.33333333333
APPL1	389	0.41266	33	1470.625
APPL2	387	0.4014	30	1204.75
APRT	189	0.6161	51	619.363636363636
APTX	286	0.420095	-5	1316.90909090909
AQP1	568	0.50798	10	1570.85714285714
AQP10	236	0.4511	29	1645
AQP11	401	0.423	30	1677
AQP12A	446	0.54017	25	777.6
AQP12B	446	0.54017	25	1205
AQP2	220	0.50873	48	2248.33333333333
AQP3	166	0.50359	4	1625
AQP4	639	0.39724	-33	1475.57142857143
AQP5	220	0.50873	48	1137.5
AQP6	220	0.50873	48	2458.66666666667
AQP7	163	0.46797	21	1040.1
AQP8	551	0.45698	12	1317.5
AQP9	602	0.3883	4	1939.75
AQPEP	763	0.3832	17	2269.2
AQR	288	0.38695	-5	2849.33333333333
AR	NaN	0.38751	-7	4025.66666666667
ARAF	NaN	0.47047	38	1094.5
ARAP1	234	0.535015	54	2347.61904761905
ARAP2	1066	0.3562733	26	1920.55555555556
ARAP3	353	0.45253	25	3244
ARC	567	0.59782	26	2177.5
ARCN1	167	0.43926	47	2815.25
AREG	NaN	0.3674796	10	982
ARF1	391	0.50211	5	969.266666666667
ARF3	214	0.47854	55	981.4
ARF4	422	0.39918	29	989.777777777778
ARF5	619	0.43749	-7	792.833333333333
ARF6	174	0.41413	41	1583
ARFGAP1	332	0.59445	62	1516.73913043478
ARFGAP2	273	0.41008	24	959.9
ARFGAP3	187	0.49797	60	1226.71428571429
ARFGEF1	642	0.38293	26	2511
ARFGEF2	174	0.44581	49	4548.5
ARFIP1	385	0.38523	33	1303.18181818182
ARFIP2	469	0.46095	20	1334.11111111111
ARFRP1	202	0.57394	36	1674.91666666667
ARG1	864	0.384545	7	884.5
ARG2	260	0.456125	42	991.25
ARGFX	613	0.408435	18	992
ARGLU1	1237	0.41028	11	1477
ARHGAP1	176	0.462195	44	1543.85714285714
ARHGAP10	678	0.40519	22	2539.625
ARHGAP11A	383	0.41259	1	2351.125
ARHGAP11B	693	0.42469	10	1457.11111111111
ARHGAP12	346	0.40576	25	3024.8
ARHGAP15	639	0.3658875	11	893.214285714286
ARHGAP17	185	0.451725	22	1554.2380952381
ARHGAP18	550	0.3785967	26	1795.33333333333
ARHGAP19	397	0.46956	26	2963.28571428571
ARHGAP20	501	0.39019	-5	5537.42857142857
ARHGAP21	309	0.4134967	-3	2080.5625
ARHGAP24	739	0.37052	13	1620.66666666667
ARHGAP25	470	0.41903	20	1559.10526315789
ARHGAP26	456	0.42462	38	1703.3
ARHGAP27	194	0.50406	21	1818.04761904762
ARHGAP28	281	0.399725	-28	1947.94117647059
ARHGAP29	327	0.40352	-9	4371.2
ARHGAP30	250	0.48065	23	2855.42857142857
ARHGAP31	585	0.421495	23	4934
ARHGAP32	546	0.4026433	-11	4900.25
ARHGAP33	321	0.54052	30	1687.38461538462
ARHGAP36	NaN	0.40315	13	2336
ARHGAP39	291	0.579235	12	3352
ARHGAP4	NaN	0.54682	27	1629.32
ARHGAP5	392	0.385425	1	3829.27272727273
ARHGAP6	NaN	0.3916167	34	3386.54545454545
ARHGAP9	194	0.44601	32	1236.52
ARHGDIB	426	0.388605	8	756.888888888889
ARHGDIG	205	0.53498	43	691.857142857143
ARHGEF1	364	0.51253	28	1746.34615384615
ARHGEF10	551	0.4876833	-24	2841.5625
ARHGEF10L	279	0.52447	30	2837.38461538462
ARHGEF11	350	0.467495	36	2969.75
ARHGEF12	312	0.39774	25	3827.30769230769
ARHGEF15	257	0.50676	20	1623.625
ARHGEF16	483	0.57707	21	1768.75
ARHGEF17	218	0.51165	54	1873.83333333333
ARHGEF18	308	0.5097956	30	3340.6
ARHGEF19	186	0.54924	40	1317.5
ARHGEF2	213	0.47432	32	1753.42857142857
ARHGEF3	450	0.430686	43	1674.46666666667
ARHGEF37	185	0.43372	37	2018
ARHGEF38	486	0.3721	15	1544
ARHGEF4	369	0.4721	13	1993.8125
ARHGEF5	838	0.41859	0	2786.25
ARHGEF6	NaN	0.403705	39	4554
ARHGEF7	579	0.44172	30	2592.85714285714
ARHGEF9	NaN	0.3947033	-13	2716.88888888889
ARID1A	182	0.46122	27	3758.55555555556
ARID1B	621	0.41487	27	4767.90909090909
ARID2	602	0.3695267	10	4238.44444444444
ARID3A	206	0.6045	44	1275.125
ARID3B	206	0.45053	59	1743.6
ARID3C	298	0.53872	51	1411
ARID4A	552	0.389805	36	2512.27272727273
ARID4B	297	0.4073	22	3190.84615384615
ARID5A	360	0.49862	47	1913
ARID5B	388	0.40396	20	5516
ARIH1	432	0.40376	37	1453.6
ARIH2	241	0.469345	37	843.870967741935
ARL1	649	0.400935	2	1027.18181818182
ARL10	347	0.4513	37	2962
ARL11	296	0.45213	62	1988.5
ARL13A	NaN	0.42078	45	955.25
ARL13B	1310	0.38194	-13	2061.09090909091
ARL14	396	0.38337	8	1286
ARL15	721	0.3911	5	1380
ARL17B	231	0.44246	22	954.428571428571
ARL2	209	0.52098	52	785.666666666667
ARL2BP	149	0.46629	48	1074
ARL3	180	0.51686	27	3844
ARL4A	469	0.3886	-11	1405.66666666667
ARL4C	608	0.45277	15	3699
ARL4D	172	0.46921	1	1612
ARL5A	610	0.40051	15	1445.42857142857
ARL5B	539	0.40523	-5	7196
ARL6	731	0.360545	-5	1117
ARL6IP1	279	0.43628	45	949.5
ARL6IP4	196	0.48981	47	1169.25
ARL6IP5	443	0.3902	20	1013.6
ARL6IP6	716	0.38728	6	1291.8
ARL8A	297	0.525	34	859.666666666667
ARL8B	325	0.4407	22	1204.28571428571
ARL9	594	0.39022	27	1258
ARMC1	455	0.41331	4	1174.33333333333
ARMC10	579	0.40423	34	1966.72727272727
ARMC2	431	0.425175	32	1634.6
ARMC3	449	0.39158	12	1337.07692307692
ARMC4	454	0.383745	-4	1659.22222222222
ARMC5	558	0.50318	11	2726.44444444444
ARMC6	215	0.50841	24	1161.7
ARMC7	168	0.51393	25	1179.8
ARMC8	358	0.403755	18	1880.75
ARMC9	394	0.4395567	41	1301.28571428571
ARMCX1	NaN	0.39296	8	2141
ARMCX2	NaN	0.40605	31	1102
ARMCX3	NaN	0.39296	8	1721.14285714286
ARMCX5	NaN	0.39125	27	2333.77777777778
ARMCX6	NaN	0.39296	8	1120.625
ARMS2	279	0.41402	5	818
ARNT	188	0.408055	33	1804.16666666667
ARNT2	542	0.4346467	8	2413.25
ARNTL	414	0.42068	13	1465.5
ARNTL2	377	0.389215	40	2069.22222222222
ARPC1A	263	0.47874	51	1212.28571428571
ARPC1B	263	0.47874	51	754.333333333333
ARPC2	197	0.459565	30	904.277777777778
ARPC3	206	0.45423	50	584.888888888889
ARPC4	264	0.49383	43	1060.11111111111
ARPC5	407	0.4022	24	1907.4
ARPC5L	207	0.51748	41	1900
ARPP19	386	0.41133	15	1608.46153846154
ARPP21	1075	0.3614633	-21	1337.37837837838
ARR3	NaN	0.422025	39	891
ARRB1	252	0.5048	46	1112.84615384615
ARRB2	222	0.49774	28	1035.75
ARRDC2	226	0.5473	34	1407.77777777778
ARRDC3	334	0.4214	5	1074.42857142857
ARRDC4	851	0.40398	-57	2978
ARRDC5	173	0.516235	42	1638
ARSB	452	0.4151167	50	1947
ARSD	NaN	0.44972	18	1644.71428571429
ARSE	NaN	0.44972	18	1199.5
ARSF	NaN	0.42203	-11	2026
ARSG	225	0.4592367	-8	1442
ARSH	NaN	0.43271	-4	1875
ARSI	220	0.52872	46	1687.33333333333
ARSJ	497	0.367835	15	2643.75
ARSK	359	0.36263	29	1778.4
ART1	403	0.46222	23	830.5
ART3	322	0.40195	41	793.466666666667
ART4	578	0.39758	-4	1623
ART5	403	0.46222	23	1039.6
ARTN	214	0.47756	35	903.181818181818
ARV1	616	0.40205	12	1070.42857142857
ARVCF	217	0.548115	37	1937.08333333333
ARX	NaN	0.43382	11	2876
AS3MT	192	0.45886	45	2404
ASAH1	474	0.39206	20	1244.28571428571
ASAH2	409	0.402465	14	2401.83333333333
ASAH2B	508	0.420065	36	1618.25
ASAP1	427	0.432426	30	1919.875
ASAP2	340	0.4674933	34	3254.2
ASAP3	159	0.480235	29	1607.90909090909
ASB1	513	0.45719	27	1425
ASB10	337	0.57663	38	1630.83333333333
ASB11	NaN	0.41264	43	2071
ASB12	NaN	0.43448	2	1179
ASB13	299	0.48588	21	1843.2
ASB14	454	0.39178	29	2421
ASB15	644	0.37058	-7	2244
ASB16	175	0.53114	41	1460.33333333333
ASB17	603	0.38359	-11	1107
ASB18	481	0.4837	8	1603.33333333333
ASB2	600	0.51553	30	1301.9
ASB4	333	0.38709	14	1984.66666666667
ASB5	504	0.36165	-4	1073.2
ASB6	198	0.5367	40	1954.33333333333
ASB8	352	0.41269	32	888.176470588235
ASB9	NaN	0.38433	17	1152.11111111111
ASCC1	140	0.46182	40	1108.85
ASCC2	182	0.5091	33	971.086956521739
ASCC3	825	0.358064	2	2971
ASCL1	964	0.41002	3	2472
ASCL2	630	0.58824	38	1852
ASCL3	243	0.42855	21	641.5
ASCL4	805	0.42255	22	2260
ASF1A	856	0.38696	16	1467.5
ASF1B	321	0.535	36	985.2
ASGR1	348	0.48729	15	1156.125
ASGR2	348	0.48729	15	1186.28571428571
ASH1L	247	0.4367	33	3924.28571428571
ASH2L	258	0.46691	34	1590.76923076923
ASIP	151	0.43841	50	598
ASL	345	0.45547	38	1172.2
ASNA1	226	0.53998	29	1022
ASNS	636	0.40099	0	1319.11764705882
ASNSD1	511	0.38256	16	1018.44444444444
ASPA	442	0.424255	6	1917
ASPDH	517	0.54939	35	622.75
ASPG	468	0.43443	20	1003.4
ASPH	377	0.3861067	14	1401.93333333333
ASPHD2	553	0.46019	-46	3357
ASPM	614	0.35259	-25	6922
ASPRV1	221	0.39449	37	2172
ASRGL1	413	0.43477	49	1075.45454545455
ASS1	260	0.55568	35	946.7
ASTE1	586	0.36717	19	1314.75
ASTL	251	0.505505	45	968
ASTN1	940	0.4143175	-9	4532.16666666667
ASTN2	937	0.41869	-17	3301.55555555556
ASXL1	242	0.44678	57	2141.66666666667
ASXL2	287	0.4231667	31	5879.2
ASXL3	1014	0.3584733	-10	1500.6
ASZ1	394	0.36658	-1	1993.33333333333
ATAD1	169	0.38386	45	2154
ATAD2	225	0.412115	30	3109.875
ATAD2B	431	0.4264867	27	2444
ATAD3A	248	0.57879	27	1610
ATAD3B	248	0.57879	27	2459.33333333333
ATAD3C	187	0.582885	27	1630
ATAD5	209	0.42993	25	4535.33333333333
ATCAY	201	0.541	34	1878.5
ATE1	427	0.396315	-3	1833.1
ATF1	250	0.41767	42	997.166666666667
ATF2	641	0.381465	24	1801.39130434783
ATF3	224	0.44107	22	1219.44444444444
ATF4	467	0.54231	72	1783
ATF5	205	0.55405	45	1187.6
ATF6	420	0.3921933	16	4137
ATF6B	224	0.54778	32	1163.02777777778
ATF7	154	0.445	52	2336.71428571429
ATF7IP	882	0.38464	12	1724.125
ATF7IP2	364	0.41079	9	1535.44444444444
ATG10	717	0.3861175	25	1171.22222222222
ATG12	759	0.39199	1	1674.85714285714
ATG16L1	155	0.4772444	31	1859.11111111111
ATG16L2	281	0.53316	50	1494.14285714286
ATG2A	209	0.56171	61	3584.66666666667
ATG2B	501	0.43201	14	2275.28571428571
ATG3	636	0.38337	41	1329.88888888889
ATG4A	NaN	0.39154	25	1573.7
ATG4B	406	0.51574	27	1160.66666666667
ATG4C	415	0.3845	5	1512
ATG4D	226	0.51872	23	1040
ATG5	390	0.39743	32	2559
ATG7	425	0.4271267	30	921.833333333333
ATG9A	177	0.45116	36	1492.54545454545
ATG9B	373	0.57286	41	1929.75
ATHL1	437	0.47816	24	2383.25
ATIC	531	0.404925	12	1099.73333333333
ATL1	295	0.38101	43	1248.33333333333
ATL2	366	0.41747	25	1368.10526315789
ATL3	170	0.448525	50	3507
ATM	582	0.3894167	16	2341.16
ATMIN	284	0.42153	4	3092.66666666667
ATN1	211	0.51714	47	2598.75
ATOH1	802	0.37613	24	1180
ATOH7	251	0.39986	17	1486
ATOH8	181	0.490945	46	1886.6
ATOX1	406	0.45141	46	1111.71428571429
ATP10A	1350	0.4581967	-49	2746.33333333333
ATP10B	904	0.412475	11	1991.27272727273
ATP10D	528	0.37655	29	2242.71428571429
ATP11A	416	0.4954867	45	3109.0625
ATP11B	559	0.37526	16	2024.7
ATP11C	NaN	0.38928	18	3375.90909090909
ATP12A	619	0.44211	40	3635
ATP13A1	418	0.53164	-10	1799.26666666667
ATP13A2	221	0.55686	52	1533
ATP13A3	269	0.47371	27	2555.4
ATP13A4	776	0.39398	-2	2168
ATP13A5	851	0.38807	1	2152
ATP1A1	464	0.4217	18	1538.72727272727
ATP1A2	386	0.46807	23	2310.75
ATP1A3	438	0.55893	33	2228.66666666667
ATP1A4	386	0.49453	29	2519.66666666667
ATP1B1	416	0.405945	19	1665.8
ATP1B2	213	0.51689	34	1430
ATP1B3	345	0.428975	28	1023.54545454545
ATP1B4	NaN	0.40952	23	2907
ATP2A1	218	0.51094	55	1450.11111111111
ATP2A2	178	0.43705	26	2940.84615384615
ATP2A3	268	0.56266	33	2122.25
ATP2B1	418	0.38748	9	3242.63636363636
ATP2B2	458	0.5020867	50	6059.8
ATP2B3	NaN	0.59288	24	4225.625
ATP2B4	256	0.4768833	35	5147.11111111111
ATP2C1	475	0.380295	19	2645.4
ATP2C2	396	0.48455	5	1403.5
ATP4A	390	0.51823	41	1680
ATP5A1	300	0.42564	67	1253.25
ATP5B	164	0.46893	43	868.769230769231
ATP5C1	475	0.41634	16	731.272727272727
ATP5D	234	0.60903	29	961.75
ATP5E	126	0.46006	25	2080
ATP5F1	348	0.4142	23	1178.33333333333
ATP5G1	239	0.45792	29	706.4
ATP5G2	189	0.41797	50	1072.66666666667
ATP5G3	752	0.36958	28	1824
ATP5H	171	0.51296	31	971.8
ATP5I	489	0.51881	12	360.2
ATP5J	641	0.390955	29	726.5
ATP5J2	288	0.52531	60	490.384615384615
ATP5L	192	0.43053	48	845.5
ATP5O	419	0.44022	44	755.8
ATP5S	337	0.40502	28	1027.54545454545
ATP5SL	376	0.52619	38	1067.125
ATP6AP1	NaN	0.57628	40	1421.11111111111
ATP6AP1L	476	0.40654	1	2018.4
ATP6AP2	NaN	0.46688	63	972
ATP6V0A1	162	0.46269	27	1649.30769230769
ATP6V0A2	315	0.450715	40	2460.875
ATP6V0A4	385	0.435425	7	1643.71428571429
ATP6V0B	214	0.51458	39	1011.38461538462
ATP6V0C	321	0.54157	49	850.25
ATP6V0D1	153	0.4911	45	1208.11111111111
ATP6V0D2	1158	0.3913	-20	1132.66666666667
ATP6V0E1	309	0.46825	40	856.5
ATP6V0E2	686	0.56695	26	1259.27272727273
ATP6V1A	364	0.395635	33	1662.57142857143
ATP6V1B1	623	0.46036	25	1065.375
ATP6V1B2	511	0.43441	-4	2068.5
ATP6V1C1	438	0.42727	47	1966.16666666667
ATP6V1C2	428	0.44828	42	1684
ATP6V1D	291	0.38211	32	860.928571428571
ATP6V1E1	243	0.456985	-32	868.888888888889
ATP6V1E2	213	0.43834	36	1318.33333333333
ATP6V1F	361	0.55487	49	707.5
ATP6V1G1	221	0.44304	10	775
ATP6V1G2	220	0.48286	35	923.709677419355
ATP6V1G3	404	0.36164	-16	593.75
ATP6V1H	437	0.39739	9	958.736842105263
ATP7A	NaN	0.3996	19	7411.33333333333
ATP7B	461	0.45584	28	3503.90909090909
ATP8A1	856	0.3894567	28	2777.1
ATP8A2	648	0.4137514	20	3968.6
ATP8B1	247	0.437045	36	2306.83333333333
ATP8B2	236	0.466375	31	1885.57142857143
ATP8B3	206	0.573865	29	3010.33333333333
ATP8B4	408	0.38059	-21	2219.61111111111
ATP9A	419	0.46789	0	4785.5
ATPAF1	266	0.48297	23	1585.57142857143
ATPAF2	193	0.48769	17	931.153846153846
ATPIF1	213	0.46555	33	871.75
ATR	403	0.369535	24	2306.33333333333
ATRIP	223	0.477505	39	1827.625
ATRN	421	0.4216967	27	6277
ATRNL1	1002	0.363493	-20	2234
ATRX	NaN	0.388925	8	4490
ATXN1	623	0.4273267	30	3147.2
ATXN10	172	0.4393867	15	1070.45454545455
ATXN2	302	0.4676833	42	2050.11538461538
ATXN2L	221	0.49205	56	1859.88461538462
ATXN3	415	0.40208	27	1204.63829787234
ATXN3L	NaN	0.39862	40	1749
ATXN7	683	0.40315	8	2585.64285714286
ATXN7L1	454	0.4489775	33	1883.75
ATXN7L2	272	0.45635	37	2180.83333333333
ATXN7L3	175	0.53114	41	1321.16666666667
AUH	342	0.4155433	24	1027.83333333333
AUP1	315	0.52076	50	1191
AURKA	672	0.43013	-43	1693.28571428571
AURKAIP1	273	0.58698	28	849.166666666667
AURKB	218	0.50919	18	818.866666666667
AURKC	924	0.44686	-63	1052
AUTS2	997	0.4126138	12	1311.1875
AVEN	499	0.4117833	0	780.666666666667
AVIL	238	0.47911	40	1548.45454545455
AVL9	595	0.41605	10	3251
AVP	288	0.46487	54	619
AVPI1	143	0.46509	54	1457
AVPR1A	521	0.39049	-32	1108
AVPR1B	400	0.4338	10	1673
AVPR2	NaN	0.54682	27	1510.6
AWAT1	NaN	0.4263	27	967.5
AWAT2	NaN	0.38763	16	1238.66666666667
AXIN1	205	0.54865	40	2946
AXIN2	773	0.47489	-26	1582.71428571429
AXL	214	0.49835	15	2550.2
AZGP1	391	0.42446	36	1009.83333333333
AZI2	925	0.36364	9	1226.85714285714
AZIN1	171	0.47226	54	1311.7
AZU1	198	0.57665	28	1315
B2M	428	0.42214	36	802.166666666667
B3GALNT1	583	0.39809	-20	1351.63157894737
B3GALNT2	350	0.42858	16	1448.57142857143
B3GALT1	1010	0.38946	-14	3631
B3GALT4	262	0.49526	30	1538.33333333333
B3GALT5	689	0.4475	-70	4328.6
B3GALT6	196	0.61504	27	2793
B3GALTL	606	0.4233367	27	2532.5
B3GAT1	686	0.47016	5	3516.5
B3GAT2	733	0.381725	7	6565
B3GAT3	217	0.50549	42	1299.16666666667
B3GNT1	182	0.54257	55	2072
B3GNT2	412	0.44249	38	2599.5
B3GNT3	212	0.53112	37	1225.25
B3GNT4	187	0.5033872	12	1498.5
B3GNT6	395	0.39623	37	1593.83333333333
B3GNT7	359	0.47075	42	2166.5
B3GNT8	376	0.52619	38	817.666666666667
B3GNT9	150	0.42798	47	2917
B4GALNT1	344	0.48686	52	1610.5
B4GALNT2	346	0.45113	21	1805.33333333333
B4GALNT3	246	0.44567	32	2234.33333333333
B4GALNT4	344	0.529	48	1114.6
B4GALT1	181	0.44903	28	2178.33333333333
B4GALT2	214	0.51458	39	1413.625
B4GALT3	234	0.48423	37	1115.16666666667
B4GALT4	588	0.40593	3	1228.15
B4GALT5	132	0.45627	55	4722
B4GALT6	554	0.399	32	2404.8
B4GALT7	475	0.49009	42	1339.25
B9D1	332	0.48998	11	711.733333333333
B9D2	249	0.49945	33	765.333333333333
BAALC	584	0.41678	15	1074.55555555556
BAAT	898	0.39445	-22	2814.5
BACE1	360	0.48489	36	1982.75
BACE2	530	0.45424	-6	2138.1
BACH1	289	0.40017	60	1379.61538461538
BACH2	601	0.409572	13	2633.7
BAD	257	0.56543	65	639.714285714286
BAG1	167	0.46211	38	1278
BAG2	348	0.37367	23	3951.5
BAG3	199	0.4648	48	1858.5
BAG4	277	0.44744	46	1911.25
BAG5	225	0.52944	39	3138.25
BAGE5	1262	0.38356	-79	120
BAHD1	192	0.50638	47	3561.5
BAI1	567	0.5849	25	4283.2
BAI2	173	0.53614	36	2856.61904761905
BAI3	1175	0.3518062	-22	2388.2
BAIAP2L1	249	0.494975	36	1344.2
BAIAP2L2	197	0.537145	73	1233.66666666667
BAIAP3	215	0.60184	36	2216
BAK1	205	0.48241	35	1858
BAMBI	418	0.40119	13	1880.5
BANF1	208	0.53527	57	714.625
BANF2	432	0.47761	1	497.2
BANK1	482	0.35535	-7	2300.5
BANP	231	0.5294033	31	1103.65384615385
BAP1	229	0.54928	62	1510.6
BARD1	948	0.37217	11	1549
BARHL1	581	0.50151	37	1769
BARHL2	897	0.36896	-4	1979
BARX1	479	0.5234	25	1427.5
BARX2	440	0.425195	-19	1733
BASP1	349	0.43302	-10	1139.5
BATF	175	0.45971	49	652.666666666667
BATF2	209	0.52098	52	1691.8
BATF3	364	0.45208	30	1314
BAX	211	0.51941	43	735.615384615385
BAZ1A	184	0.406445	24	1897.08333333333
BAZ1B	162	0.47697	48	4119
BAZ2A	164	0.458855	50	2417
BAZ2B	414	0.377335	23	2855.47368421053
BBC3	232	0.49336	33	1532.5
BBOX1	527	0.380525	-18	1145.75
BBS1	194	0.51146	56	1173.68
BBS10	507	0.4133	-10	3595
BBS12	172	0.39657	14	2511.33333333333
BBS2	285	0.40164	20	1270.57142857143
BBS4	380	0.435325	40	1131.6
BBS5	418	0.38625	22	1852
BBS7	506	0.39366	29	1449.5
BBS9	759	0.3792883	-6	1980.0625
BBX	699	0.3766975	2	1375.30769230769
BCAM	196	0.53436	-3	1105.6
BCAN	180	0.5167	37	1580.75
BCAP29	753	0.37926	26	1358.5
BCAP31	NaN	0.53024	44	958.333333333333
BCAR1	171	0.496195	16	2044.72727272727
BCAR3	173	0.419145	9	1763.6
BCAS1	415	0.418445	2	2571
BCAS2	394	0.41649	6	1095
BCAS3	576	0.398225	-11	1494.78125
BCAS4	191	0.46185	36	982.571428571429
BCAT1	905	0.3997767	2	2719.66666666667
BCAT2	181	0.52501	39	1345.83333333333
BCCIP	738	0.45465	-4	1391.16666666667
BCDIN3D	231	0.47879	45	1315.5
BCHE	1215	0.346645	-18	1606.83333333333
BCKDHA	376	0.52619	38	1098.55555555556
BCKDHB	869	0.3721267	-9	1539.28571428571
BCKDK	351	0.54006	35	1493.5
BCL10	384	0.40508	3	2819
BCL11A	732	0.44537	7	2201.58333333333
BCL11B	629	0.48249	-40	5920.33333333333
BCL2	522	0.4313833	60	2671.8
BCL2A1	702	0.41745	28	921
BCL2L1	213	0.4844	21	1510.6
BCL2L10	195	0.44555	21	1037
BCL2L12	195	0.53285	36	801.555555555556
BCL2L13	221	0.45692	-23	1887.5
BCL2L14	489	0.45105	26	1157.6
BCL2L15	545	0.40257	13	1093.16666666667
BCL2L2	330	0.41661	20	1078.83333333333
BCL3	188	0.50331	-22	883.666666666667
BCL6	374	0.42519	24	1626.4
BCL6B	360	0.47727	24	1077.83333333333
BCL7A	211	0.46949	31	3232.33333333333
BCL7B	171	0.44683	48	1031.21428571429
BCL7C	207	0.51161	48	1502
BCL9L	175	0.45128	54	2959.33333333333
BCLAF1	153	0.395185	21	2552.52173913043
BCMO1	288	0.482585	1	1833.25
BCO2	362	0.40609	2	1517.15789473684
BCOR	NaN	0.514745	42	3787.36363636364
BCORL1	NaN	0.4968	38	4554.625
BCR	575	0.53055	43	1683.5
BCS1L	269	0.46939	43	1023.7
BDH1	263	0.47962	39	1367
BDH2	454	0.37233	27	1177
BDKRB1	501	0.48972	16	1256.33333333333
BDKRB2	500	0.478365	10	4170.5
BDNF	534	0.398305	-24	4085.31578947368
BDP1	516	0.3837	16	6309.25
BECN1	190	0.48292	33	896.428571428571
BEGAIN	304	0.5266	5	1617.1
BEND2	NaN	0.41208	11	3351.5
BEND3	417	0.453515	30	6422
BEND4	496	0.38649	24	8728.5
BEND5	886	0.44299	-8	868.333333333333
BEND6	271	0.39994	23	2007.66666666667
BEND7	532	0.449695	25	1742.36363636364
BEST1	185	0.5209	53	2388.54545454545
BEST2	226	0.53998	29	1683.5
BEST3	394	0.41501	14	1490.61538461538
BEST4	191	0.48357	43	2047
BET1	483	0.36492	0	1275.42857142857
BET1L	437	0.47816	24	1259.14285714286
BEX1	NaN	0.40709	16	864
BEX2	NaN	0.39972	17	845
BEX4	NaN	0.41864	-5	1197
BEX5	NaN	0.40227	22	662
BFAR	367	0.43883	45	1121.23076923077
BFSP1	239	0.43714	-23	1621.66666666667
BFSP2	497	0.44323	14	703
BGLAP	211	0.49587	33	831.5
BGN	NaN	0.54638	7	1634.2
BHLHA15	375	0.45409	26	751
BHLHB9	NaN	0.402085	27	3136.14285714286
